Title,Ingredients,Steps,URL
Kangkung onion egg rakrik,"2 ikat kangkung--1 telur ayam kocok lepas--secukupnya Garam--Minyak goreng secukupnya untuk menumis--Iris-iris halus ::--2 bawang merah--1 bawang putih, cabe hijau keriting & cabe merah keriting--","Kangkung potong akarnya dan dipotong sesuai selera (kalo sy dipotong kecil2 karena biar g nyangkut hehe 😁)--Cuci bersih kangkungnya--Panaskan minyak. Lalu, semua bumbu yg iris tipis ditumis hingga harum--Lalu masukan telur diorak arik--Dan masukan kangkung serta aduk secara merata. Ups,.. Jangan lupa dikasih garam ya.. 😊😁--Aduk terus sampai kangkung nya layu. Tapi ingat jangan sampai layu, agar crunchy2 gmn gitu.--Angkat dan hidangkan selagi hangat 😊--",/id/resep/4252102-kangkung-onion-egg-rakrik
Penyet Tempe Sambel Korek Kemangi,2 buah tempe--1 genggam Daun kemangi--15 cabe rawit--2 siung bawang putih--Gula--Garam--,"Iris tempe jd beberapa potong, bumbui dg bawang putih dan garam. Goreng sampai kering--Ulek cabe rawit dan 1 siung bawang putih ukuran besar tambah gula garam sesuai selera--Setelah halus tuang minyak goreng panas bekas goreng tempe td--Penyet tempe diatas sambel dan beri daun kemangi--Tempe penyet siap disantap 😋😋😋--",/id/resep/4473809-penyet-tempe-sambel-korek-kemangi
Egg Tuna Sandwich,10 lembar roti tawar--1 buah timun--2 buat tomat--5 lembar daun selada/lettuce--1 sdm margarin--2 butir telur--secukupnya Garam--secukupnya Merica--🥙 Tuna Spread 🥙--1 kaleng tuna--3 sdm mayonaise--2 sdm saus sambal--,"Ambil roti tawar, olesi kedua sisi dengan margarin, panggang sebentar diatas teflon.--Kocok dua butir telur, tambahkan sedikit merica dan garam. Dadar diatas teflon yg sudah diberi margarin.--Tuna spread atau olesan tuna: Panaskan teflon, masukkan tuna yg sudah dibuang airnya, tumis sebentar. Sisihkan kemudian tambahkan mayonaise dan saus sambal. Aduk rata.--Siapkan selembar roti tawar, oleskan tuna spread, tambahkan tomat timun dan selada. Tumpuk telur dadar dan selembar roti lagi.--Siap disajikan dengan cocolan saus atau mayonaise! 😊--",/id/resep/3945099-egg-tuna-sandwich
Udang katsu,1/4 udang--1/4 tepung roti--1/8 terigu--Bumbu halus:--1 sdm ketumbar--3 bawang putih--Garam--,"Haluskan bumbu halus, campur bersama terigu yang sudah dicairkan. Buat adonan terigu megental.--Celupkan udang kedalam terigu cair, kemudian angkat dan baluri tepung roti.--Masukan udang yang telah dibaluri tepung roti ke dalam freezer. Jika ingin disantap, goreng hangat2.--",/id/resep/4202529-udang-katsu
Tumis Cecek dan Tahu Tempe,1/2 Kg Cecek (Kulit Sapi)--Tahu Putih--Tempe--4 Siung Bawang Merah--4 Siung Bawang Putih--3 Cabe Merah Besar--5 Cabe Merah Hijau dan Daun Ale--1/2 Tomat--Cabe rawit (cabe yg kecil2)--Garam--gula--Air--Kecap manis--Penyedap Rasa--,"Iris Tahu dan Tempe menjadi bentuk persegi panjang,, lalu di goreng. 
Note: Tahu dulu yang di goreng,, setelah itu tempe kenapa tempe di goreng di akhir? Krn tempe itu menyerap minyak.--Kupas bawang merah dan bawang putih iris menjadi tipis, cabe merah besar cabe hijau,cabe (kecil) di iris bentuk miring, tomat juga diiris tipis.--Kulit sapi (cecek) tersebut di iris (sesuai selera),, lalu di cuci dahulu...--Siapkan Minyak goreng,, lalu goreng bawang merah dan bawang putih dulu. Kalau sudah tercium harum masukkan semua cabe dan tomat serta daun ale nya juga. Tumiss sampe semua bahan tercampur.--Kalau sudah tercampur,, masukkan tahu tempe dan kulit sapi ke dalam bumbu tersebut. Dan diadukk hingga merata.--Masukkan sedikit air,. Lalu tambahkan kecap manis, garam dan gula adukk2 sampe semua bumbu sudah tercampur semua.--Tunggu sampai mendidih... masakan tersebut bisa di pinggirkan dan siap untuk di hidangkan. ☺️☺️☺️☺️☺️--",/id/resep/4301227-tumis-cecek-dan-tahu-tempe
Ayam Serundeng (Ayam masak Kelapa),"1/2 kg ayam (Dada)--2 butir Bawang Putih--3 butir Bawang Merah--1 iris Jahe--2 iris laos--2 batang kunyit kecil- kecil--2 sendok kecil ketumbar--3 butir kemiri--secukupnya Garam, gula--1/4 bagian kelapa yang tidak terlalu muda tidak juga tua, parut--","Cuci bersih ayam, potong- potong sesuai selera, masukkan kedalam panci berisi air, airnya jangan terlalu banyak, asal ayam tenggelam saja. Rebus ayam dgn api sedang.--Semua bumbu di haluskan, masukkan ke dalam rebusan ayam.--Masukkan parutan kelapa ke dalam rebusan ayam, aduk dengan penjepit, tata agar bumbu dan kelapa tersebar dan meresap di semua ayam.--Tunggu hingga air asat, terserap sempurna dgn ayam dan kelapa terlihat basah.--Saat rebusan ayam sudah tidak lagi berair, panaskan wajan, dengan minyak banyak dan panas, goreng ayam satu persatu, saya pakai wajan kecil, satu wajan bisa 3 potong ayam sekali goreng,--Terakhir, goreng kelapa sedikit demi sedikit, setelah matang campur dgn hasil gorengan ayam. hidangkan dgn sambal terasi kacang lebih mantap. 🌈💕 selamat mencoba--",/id/resep/4447352-ayam-serundeng-ayam-masak-kelapa
Pepes ikan mas,"1 kg ikan mas ukuran sedang (isi 3)--1 butir jeruk nipis--secukupnya Garam--6 btng sereh, potong 2,ngeprek--secukupnya Daun salam--2 ikat daun kemangi--1 bh tomat besar, potong-potong--6 bh cabe keriting, iris serong (opsional)--Daun pisang dan tusuk gigi--Bumbu halus:--5 siung bawang putih--6 siung bawang merah--1 ruas kunyit--4 bh kemiri--1/2 cm jahe--1 1/2 sdt garam--","Bersihkan ikan, lumuri dg jeruk nipis dan garam. Biarkan 10-15 menit. Cuci bersih--Lumuri ikan dg bumbu halus. Biarkan 15 menit.--Siapkan daun pisang, susun daun salam, sereh, cabe, irisan tomat, daun kemangi lalu ikan. Ulangi, bngkus ikan lalu semat dg tusuk gigi--Kukus kurleb 1,5jam-2jam setelah air mendidih. Dinginkan.--Agar ikan tdk terlalu berair, panggang diatas teflon. Membuat bumbu makin meresap--Pepes ikan mas siap disajikan. Mak nyos.😍😍😀🤤--",/id/resep/4422445-pepes-ikan-mas
Ayam lada teriyaki,1 ekor dada ayam di potong dadu--5 buah buncis (sesuai selera)--5 buah cabai rawit jawa--5 buah cabai merah keriting--5 buah cabai besar warna hijau (di buang bijinya)--1 buah bawang bombai--3 buah bawang merah--2 bawang putih--1 sdt garam--1 saset sauri saus teriyaki--2 sdt lada bubuk--secukupnya Air mineral--,"Dada ayam di filet lalu di potong dadu--Iris cabai rawit,cabai merah keriting,cabai hijau besar yg sudah di buang bijinya,bawang bombai,bawang putih dan bawang merah--Potong buncis sesuai ukuran /selera--Panaskan minyak lalu tumis bawang merah bawang putih bawang bombai hingga harum,masukan cabai rawit cabai merah dan cabai hijau besar tumis hingga harum--Masukan garam,saus teriyaki,lada dan air secukupnya cek rasa--Kemudian masukan buncis dan ayam lalu aduk rata sampai ayam matang--Setelah matang dan rasa oke,,lalu siap di hidangkan😊--",/id/resep/4352117-ayam-lada-teriyaki
Tuna bumbu pedas enaakk,250 gram ikan tuna filet--500 ml air--1 buah jeruk limau (ambil airnya)--Bumbu:--6 butir bawang merah (iris tipis)--4 siung bawang putih--50 gram cabe merah keriting (sesuai selera)--2 butir kemiri--1 batang sereh (memarkan)--1 lembar daun jeruk--1 sdt kecap asin--3 sdm kecap manis--1/4 sdt gula pasir--1/2 sdt lada butir--1/4 sdt lada bubuk--1 sdt garam--2 sdm minyak goreng--,"Pertama cuci bersih daging ikan, tiriskan, lumuri dg perasan air jeruk limau dan garam, diamkan 15 menit dan cuci kembali smp bersih--Potong dadu daging ikan, lumuri dg sedikit garam dan lada bubuk, aduk rata diamkan 15 menit--Sementara menunggu bumbu merasuk ke dalam daging ikan, kita siapkan bumbu halus yaitu bawang putih, kemiri, lada dan cabe--Setelah itu siapkan wajan, masukkan minyak, panaskan. Setalah minyak panas, lalu masukkan irisan bawang merah, tumis hingga setengah kering, masukkan bumbu halus, masak smp bumbu harum kemudian tambahkan air smp mendidih--Setelah mendidih baru masukkan ikan tuna yg sudah ditaburkan bumbu tadi, aduk rata smp berubah warna/setengah matang baru tambahkan kecap asin, kecap manis dan gula pasir serta garam, aduk smp rata--Masak ikan sambil tes rasa, tunggu smp kuah tinggal sedikit--Angkat dan sajikan bersama nasi putih hangat..--Selamat mencoba… 👌👌--",/id/resep/4377177-tuna-bumbu-pedas-enaakk
Tahu Aci anti alot,10 tahu kuning yang sudah ada rasa asin--2 tahu pisahkan untuk diremuk sebagai campuran adonan aci--Bahan adonan Aci:--250 gr tepung tapioka--2 siung bawang putih--Sedikit mrica/ mrica bubuk--secukupnya Garam--100 ml air panas ato bisa dikira kira saja--Daun kucai (jika sulit boleh diganti daun bawang) diiris tipis tipis--Kalo ingin praktis pake Masako ato Royco jadi tidak perlu menghaluskan mrica dan bawang putih..hehehe--,"Haluskan mrica, garam, dan bawang putih.--Tapi jika tidak ada bawang putih dan mrica...bisa dengan cara praktis pake Masako atau Royco saja--Iris tahu jadi dua dengan bentuk segitiga. Sisakan 2 tahu campuran adonan Aci nya dengan cara tahu diremuk--Untuk membuat adonan Aci nya...campur tepung tapioka, bumbu yg sdh dihaluskan(mrica, bawang putih, garam) ato masako serta irisan daun kucai/ daun bawang. Campurkan juga tahu yang sdh diremuk.Lalu siramkan air panas hingga adonan Kalis.--Jika terlalu banyak air, bisa tambahkan tepung tapioka. Jgn terlalu encer karena nanti adonan Aci tidak bisa menempel pada tahu.--Tes rasa.. jika rasa adonan sdh pas...tinggal tempelkan adonan Aci pada tahu. Dan tahu siap digoreng...di jamin deh Aci nya ngg bakalan alot Krn adonan dicampur dengan tahu yang diremukan..selamat mencoba👌👌--",/id/resep/3894230-tahu-aci-anti-alot
"Cah Sawi Putih,Wortel,Bakso Sapi","1 bonggol sawi putih,potong2--1 buah wortel,potong2--10 buah bakso sapi,potong2--6 siung bawang merah,iris tipis--3 siung bawang putih,iris tipis--10 buah cabe rawit,potong serong--2 sdm minyak goreng--1 sdm minyak wijen--1 sdm saos rajarasa--1/4 sdt merica bubuk--1 gelas air--Secukupnya garam dan gula pasir--","Panaskan minyak goreng,masukkan duo bawang dan cabe,tumis sampai harum--Masukkan wortel dan air,masak sampai wortel setengah matang--Masukkan bakso sapi,aduk rata--Masukkan sawi putih,minyak wijen,saos rajarasa,merica bubuk,garam dan gula pasir,masak sampai bumbu meresap dan sawi putih setengah layu,tes rasa,matikan api--Siap di sajikan😊--",/id/resep/3627792-cah-sawi-putihwortelbakso-sapi
Tongkol suwir pedas,3 ekor pindang tongkol ukuran sedang lalu suwir2--20 cabe rawit--5 siung bawang merah--4 siung bawang putih--1 ruas jari jahe--1 buah tomat--1 batang sereh digeprek--2 lembar daun salam--3 lembar daun jeruk--1 buah jeruk sate--secukupnya garam n gula--,Uleg semua bumbu kecuali sereh daun salam dan daun jeruk--Panaskan minyak lalu masukkan bumbu dan sereh daun salam daun jeruk tumis hingga harum--Setelah itu masukkan tongol yg disuwir lalu aduk aduk dan beri air sedikit.--Beri garam dan gula lalu cek rasa.--Setelah pas lalu hidangkan. dijamin ennnnnaakkk bgt--,/id/resep/4387471-tongkol-suwir-pedas
Gongso telur kriting ati ampela,1/2 kg ati ampela ayam--1-2 telur ayam--8 bawang merah--7 bawang putih kecil--4 bawang merah untuk rebus ati ampela--4 bawang putih untuk rebus ati ampela--4 cabe merah--6 cabe rawit merah(cabe setan) sesuai selera pedasnya--1 cm kunyit--2-3 daun salam--secukupnya Garam--secukupnya Gula--secukupnya Masako--secukupnya Saos tiram--Kecap--1/2 tomat--1/2 bawang bombay--Gula merah/gula jawa/gula aren--,"4 bawang merah, 4 bawang putih, garam secukupnya dihaluskan. Lalu rebus ati ampela, bumbu yg dihaluskan tadi ditambah 2-3 daun salam untuk menghilangkan bau amis dan gula jawa. Sekitar 5-6 menit atau sekiranya sudah mendidih--Haluskan 8bawang merah, 7bawang putih, garam, cabe merah, cabe rawit, dan kunyit. Iris bawang bombay, tomat.--Goreng telur orak arik kemudian sisihkan dahulu--Setelah rebusannya sudah dimatikan lalu potong kecil-kecil ati ampela sesuai selera.--Setelah diiris, panaskan minyak untuk menumis bumbu dan bawang bombay. Setelah harum masukkan ati ampela, saos tiram, kecap, garam secukupnya, gula secukupnya, masako, dan tomat. Ditambah air rebusan tadi sedikit saja agar tidak kering.--Lalu terakhir setelah matang masukan orak arik telur, tumis sebentar. Jadilah gongso telur kriting ati ampela--",/id/resep/4447181-gongso-telur-kriting-ati-ampela
"Orak-Arik Kacang TeSoKo (Telur, Sosis, Kol) Praktis",Kacang Panjang potong 2-3cm--Kol/Kubis potong kotak2--1 Sosis ayam/ sapi (potong bentuk korek)--1 Telur--Cabe merah (potong serong) Jika suka pedes banyakin cabenya--Bawang Merah (potong tipis)--Bawang Putih (potong tipis)--Daun Salam/ Lengkuas (optional)--2 sdm Minyak goreng--Penyedap rasa--2 sdm Kecap Manis--Secukupnya Air--secukupnya Garam--,"Panaskan minyak, tumis cabe, bawang merah, bawang putih dan daun salam (diresep ini saya pake daun salam karna lengkuasnya abis) tambahkan garam. Agak pinggirkan.--Pecahkan telur kemudian orak-arik bersama bumbu yang sudah ditumis tambahkan potongan sosis tadi kemudian aduk.--Tambahkan sayur kol aduk sebentar, tambahkan sedikit masak sampai agak layu kemudian tambahkan kacang. Aduk.--Beri kecap, jika ingin agak berkuah bisa ditambahkan air. Aduk, tambah penyedap rasa. Tes rasa. Siap sajikan--",/id/resep/4396888-orak-arik-kacang-tesoko-telur-sosis-kol-praktis
Orak Arik Buncis Telur,"200 gr buncis, iris bulat tipis""--1 btr telur, kocok lepas--3 btr bawang merah, cincang halus--2 siung bawang putih, cincang halus--1 sdt saus tiram--Secukupnya Garam, gula, penyedap, merica--","Tumis bawang merah dan bawang putih hingga harum, sisihkan kepinggir wajan, masukkan telur kocok, buat orak arik, aduk rata.--Masukkan buncis, beri saus tiram, garam, gula, penyedap, dan merica, aduk rata, masak hingga matang. Angkat dan sajikan.--",/id/resep/4008093-orak-arik-buncis-telur
NAGET TEMPE (ala ma2 Rini),500 gr tempe (klo sy suka yg dibungkus daun lbh enak)--2 buah Wortel--secukupnya Daun bawang & seledri--2 butir telur ayam--secukupnya Tepung panir--4 sdm Tepung terigu--2 sdm tepung tapioka--Bumbu yg dihaluskan =--4 siung bawang putih--3 siung bawang merah--1 sdt gula pasir--Merica sesuai selera (klo pingin pedes mricanya dibayaki)--secukupnya Garam--Secukupnya Penyedap masakan--,"Tempe dikukus terlebih dahulu--Haluskan tempe yg sdh dikukus dgn ulegkan atau blender boleh--Potong2 dadu wortel dan daun bawang & seledri masukan kedalam adonan tempe--Masukan bumbu yg sdh dihaluskan kedalam adonan tempe--Masukan 2 butir telur ayam Aduk sampai tercampur rata--Masukan di dlm loyang yg sdh diolesi minyak--Kukus adonan sampai matang, stlh matang angkat dan biarkan dingin--Setelah dingin potong2 sesuai selera--Gulingkan potongan naget ke tepung kmdn celupkn kedalam kocokan telur kemudiam gulingkan kedalam tepung panir teruskan sampai adonan selesai--Simpan dikulkas klo blm digunakan atau mau langsung digoreng jg bisa--Taraaaa..naget tempe ala ma2 Rini sdh siap disantap ini yg sdh digoreng--Selamat mencoba 😊--",/id/resep/3967503-naget-tempe-ala-ma2-rini
Ayam goreng bumbu kuning,1 kg ayam--bumbu haluskan :--4 siung besar bawang merah--2 siung bawang putih--1 sdt merica bubuk--3 pcs ketuncar--1/2 rus kuning--garam--gula pasir--salam--sereh (geprek dan simpulkan)--minyak goreng--,"Haluskan bumbu,--Panaskan minyak, tumis bumbu sampai harum dan masukan salam dan sereh--Beri air sedikit--Masukan ayam yg sudah d cuci dan di potong potong--Tunggu sampai bumbu meresap sekitar 10 - 15 menit sambil cicipi bumbu yang kurang--Jika sudah meresap daging sudah matang tiriskan--Panaskan minyak untuk menggoreng daging tunggu sampai kecoklatan--Siap dan sajikan--",/id/resep/4461257-ayam-goreng-bumbu-kuning
Gulai kambing ala simbok,"1 kg daging kambing--5 gelas santan (1 butir kelapa)--Bawang goreng wat taburan--Bumbu halus:--8 siung bawang merah--8 siung bawang putih--6 butir kemiri--1 ruas jari jahe--1 ruas jari kunyit--1 sdm ketumbar--1 sdt merica/lada--1 jumput jinten--3 ruas jari kencur--Bumbu tambahan:--Kayu manis,daun salam, bunga Lawang,kapulaga, daun jeruk,sereh--secukupnya Lengkuas,gula,garam,penyedap--","Potong2 daging kambing dan cuci bersih--Goreng semua bumbu yg mau dihaluskan sampe berbau harum,angkat dan tiriskan--Blender/ ulek bumbu sampe benar2 halus--Taruh daging kambing yg sudah dicuci kedalam wajan lalu tuang bumbu yg sudah halus,campur sampe rata--Tambahkan bumbu kering seperti daun salam dll,ungkep sampe daging lembut--Tuang santan lalu aduk2 sampai mateng,biar santan tidak pecah,jangan lupa koreksi rasa--Selamat menikmati--",/id/resep/3587237-gulai-kambing-ala-simbok
Bandeng Bakar Happycall,1 ekor ikan bandeng--5 butir bawang merah--5 butir cabe rawit merah--secukupnya Garam--,"Bumbu2 diulek kasar. Tambahkan sedikit minyak goreng dan garam secukupnya.--Bumbu2 tsb dimasukkan dibagian perut ikan atau di badan ikan.--Siapkan happy call, masukkan sedikit minyak. Kemudian ikan dipanggang di atas happycall hingga agak kering dan matang.--Siap disantap.--",/id/resep/4171310-bandeng-bakar-happycall
Tempe godog sedap tanpa MSG,Tempe--3 Bawang merah--1 Bawang putih--2 lembar daun salam--4 Cabe rawit--Garam--,Potong tempe kotak kecil--Iris bawang merah dan bawang putih dan cabe rawit(pedas lebih nikmat) cuci bersih daun salam--Rebus air hingga mendidih masukan bahan bahan tunggu sampai kira2 sudah wangi lalu masukan tempe kemudian bumbui dengan garam.--,/id/resep/4209704-tempe-godog-sedap-tanpa-msg
Rica kambing nanas,400 gr daging kambing muda--5 siung bawang merah--3 siung bawang putih--2 ruas jari jahe--1 ruas jari kunyit--3 buah cabe merah--100 gr cabe rawit--Sereh--Daun jeruk--Daun salam--Nanas--Garam--Gula--,"Iris daging sesuai selera dan rendam dengan parutan nanas muda kurleb 30 menit--Haluskan bumbu kecuali sereh, daun salam, dan daun jeruk--Tumis bumbu halus dan masukkan sereh, daun jeruk, salam sampai harum--Masukkan daging ke dalam bumbu aduk aduk sampai bumbu tercampur rata--Tambahkan sedikit air diamkan sampai daging terasa empuk. Tambahkan sedikit garam dan gula pasir.--Tambahkan dengan irisan nanas. Lalu aduk-aduk sebentar.--Angkat dan siap disajikan.--",/id/resep/3284833-rica-kambing-nanas
Ungkep daging kambing endesss,"500 gr daging atau iga kambing--4 butir bawang putih--6 butir bawang merah--1 sdt merica--1/2 sdt asam jawa--1 sdt garam (sesuai selera)--2 lembar daun salam--1 batang serai ambil putihnya,memarkan--","Cuci bersih daging kambing--Haluskan bawang merah,bawang putih,merica--Didihkan air,rebus daging kambing hingga mendidih kembali,angkat dagingnya buang airnya. *Ini langkah utk menghilangkan bau kambing dan membuang sisa2 darah.--Didihkan kembali setengah panci kecil air,tuang seluruh bahan ke dalamnya,masak dengan api kecil sampai air habis.--Setelah air habis,tuang sedikit minyak zaitun atau minyak sayur. Tutup panci,kecilkan api.--Setelah terdengar bunyi kretek2 matikan api.--Ungkep kambing siap dihidangkan ditemani nasi hangat dan sambal kecap 👌😋--",/id/resep/2349456-ungkep-daging-kambing-endesss
Mujair nyat-nyat khas Bali,2 ekor ikan mujair yg sudah di panggang--Minyak goreng--1 Buah jeruk nipis--15 cabe rawit--2 cabe merah besar--1 cm kunyit--1 cm kencur--1 buat tomat ukuran besar--4 siung bawang putih--8 siung bawang merah--secukupnya Terasi--1 Sdm kacang tanah goreng--1 Sdt lada bubuk--1 Sdt garam--1 Sdt gula pasir--200 ml air matang--,"Ulek halus kunyit, kencur, kacang, bawang putih,cabe merah besar,terasi--Masukan cabe rawit,bawang merah ulek kasar, iris tomat tipis lalu ulek kasar--Tumis bumbu hingga matang, masukan air, biarkan agak mendidih masukan garam, landa, gula pasir, dan sedikit perasan jeruk nipis, masukan ikan lalu kecilan api biarkan bumbu meresap,lalu sajikan--",/id/resep/4445484-mujair-nyat-nyat-khas-bali
Tongseng kambing,daging kambing potong2--1 bungkus santan kara--secukupnya kol--2 lembar daun bawang--1 buah tomat--secukupnya kecap manis--secukupnya gula jawa--secukupnya garam & gula--1 sachet royco sapi--2 lembar daun salam & daun jeruk--2 ruas lengkuas digeprek--1 lembar sereh--Bumbu halus  :--secukupnya ketumbar & lada--secukupnya jinten--7 siung bawang merah--3 siung bawang putih--2 ruas kunyit--1 ruas jahe--1 butir kemiri--,"Rebus daging kambing dengan air mendidih sebentar, tiriskan. rebus kembali daging sampai rada empuk--Tumis bumbu halus beserta salam, daun jeruk, sereh, lengkuas sampai matang--Masukkan tumisan bumbu ke air rebusan daging kemudian masukkan gula jawa, garam, gula pasir dan kecap--Kemudian masukkan jamur, santan, kol, tomat dan daun bawang, royco--Masak sampai kol agak layu dan cicipi rasa lalu matikan kompor 😊--",/id/resep/3213811-tongseng-kambing
Udang kecap manis,"1/4 udang--secukupnya Sosis--Tempe--Kacang panjang--Bawang merah--Bawang putih--Lombok--kecap manis dan bahan pelengkap lainya--Garam, gula--","Potong semua bahan (tempe,sosis,udang,bawang2an,lombok dll) sesuai keinginan, kecil boleh gede juga boleh 😌--Goreng tempe sampai kuning keemasan, lalu angkat--Goreng bawang merah dan putih tp jangan sampai gosong lalu tambahkan udang--Masukan irisan lombok, kemudian kacang panjang dan juga tempe, aduk pelan pelan--Masukan garam, gula dan kecap manis, aduk pelan pelan, kemudian tutup masakan sampai bumbunya meresap--Here we goo, siap dinikmati🍴--",/id/resep/4005351-udang-kecap-manis
Daging sapi pedas manis,500 gr daging sapi--3 siung bawang merah--3 siung bawang putih (ukuran kecil)--Lengkuas geprek (aku pakek seukuran jempol)--1/2 sdm lada--5 cabe merah--3 cabe rawit--secukupnya Gula merah--1/4 sdm garam--Kecap manis--1/2 gelas air--sesuai selera Penyedam rasa--Minyak makan untuk menumis--,"Potong daging kecil2 lalu rebus hingga empuk. Lalu tiriskan--Tumbuk bumbu, (cabe, bawang merah, bawang putih, lada, garam)--Tumis bumbu tumbuk, masukkan lengkuas geprek, tambahkan gula. Tumis sampai harum--Masukkan daging aduk hingga rata dengan bumbu. Tutup sebentar--Masukkan air, penyedap, koreksi rasa, tunggu hingga airnya tinggal sedikit--Angkat, dan sajikan untuk menu makan malam 😃--",/id/resep/3374069-daging-sapi-pedas-manis
Beef Teriyaki,"250 gr Daging sapi, iris tipis--1 buah bawang bombay, iris--1 buah cabe hijau, iris--2 buah cabe merah keriting, iris--Bumbu marinasi :--5 siung bawang merah, haluskan--2 siung bawang putih, haluskan--Secukupnya garam, gula, kaldu bubuk, merica bubuk--Secukupnya kecap manis--Secukupnya saus tiram--","Campur bumbu marinasi & Daging sapi yg sudah diiris. Diamkan semalaman, simpan di lemari pendingin--Tumis marinasi Daging dengan sedikit mentega. Masak hingga Daging berubah warna--Beri sedikit air, masukkan bawang bombay, & cabe. Aduk rata, cicipi--Masak hingga air sedikit menyusut & Daging empuk--",/id/resep/4369547-beef-teriyaki
Udang tempe oseng kecap,1/2 kg udang (buang kepala)--1 papan tempe (potong dadu)--1 buah tomat (potong dadu)--Secukupnya lombok kecil/cabe rawit (iris serong)--Secukupnya lombok ijo+ale (iris serong)--3 siung bawang putih (iris tipis)--5 siung bawang merah (iris tipis)--1 bks masako sapi--1 sachet kecap bango--Sedikit air--Minyak goreng--,"Goreng tempe setengah matang lalu tiriskan.--Tumis tomat,lombok kecil,duo bawang dan lombok ijo+ale hingga harum--Masukan tempe yg telah digoreng td. Kemudian tambahkan udang nya--Kasih sedikit air. Tambahkan kecap dan masako nya.--Siap dihidangkan--",/id/resep/4016813-udang-tempe-oseng-kecap
Sambal Udang,200 gram udang--20 buah cabe merah keriting--2 buah tomat--3 siung bawang putih--2 siung bawang merah--secukupnya Gula merah--secukupnya Garam--secukupnya Minyak--,"Udang sebelumnya udah dibersihkan dicuci dibumbui pake air jeruk nipis merica jahe parut sama garem dikit--Blender cabe merah, bawang putih, bawang merah (bisa ditambah terasi kalau suka) pakai air sedikit biar halus.--Panaskan minyak goreng udang sebentar, sisihkan.--Pakai minyak bekas menggoreng udang, masukkan cabe dan bumbu yang sudah diblender.--Tambahkan tomat yang sudah dipotong, bumbui dengan gula dan garam.--Masukkan udang, masak hingga matang.--Happy cooking 💖💖💖--",/id/resep/4068174-sambal-udang
Semur ayam tempe,1/4 kg daging ayam--Santan kara kecil--1 papan Tempe--1 ruas Jahe--2 siung Bawang putih--5 siung Bawang merah--10 buah Cabe--Kecap pedas manis--secukupnya Garam--secukupnya Gula--secukupnya Penyedap--secukupnya Lada--500 ml Air kurleb--,"Iris bawang putih dan bawang merah, geprek jahe, cabe utuh kemudian tumis sampai harum.--Cuci dan potong2 ayam. Kemudian masukkan bersama tempe yang sudah dipotong.--Tumis sampai ayam pucat. Selanjutnya masukkan air, kecap pedas manis, garam,lada, penyedap, gula (jgn trlalu banyak, santannya sudah agak manis). Cek rasa.--Masak sampai air agak susut dan ayam matang (biar bumbu meresap)--Selanjutnya baru masukkan santan. Cek rasa. Masak lagi sampai air mendidih.--Semur ayam tempe siap dihidangkan. 😊--",/id/resep/3950452-semur-ayam-tempe
Gembung Masak Merah,"3 ekor ikan kembung, cuci bersih tiriskan--Minyak goreng--1 bh jeruk nipis--1 sdt garam--1 btg daun bawang, iris serong--1 bh bombay, iris halus--1 sdm blue band--2 sdm air asam jawa--500 mL Air--Bumbu halus:--15 bh cabe merah--1.5 bh tomat merah--1 bh bawang putih--1/2 sdt petis udang--2,5 sdt garam--1.5 sdt gula--","Potong 2 ikan kembung, lumuri dengan air jeruk nipis dan garam. Diamkan 15 menit lalu goreng setengah matang.--Lelehkan margarin+ 1sdm minyak goreng tumis bombay sampai layu dengan api besar lalu masukkan bumbu halus dan air asam jawa. Masak hingga air bumbu mengusut lalu masukkan ikan aduk sebentar hingga tercampur--Tambahkan air, aduk hingga bumbu larut.--Tutup wajan tunggu air agak menyusut masukkan irisan dan bawang. Cek rasa dan matikan api kompor ikan masak merah siap dihidangkan--",/id/resep/4281602-gembung-masak-merah
Geseng/balado tahu teri,1 bungkus tahu putih--1 genggam teri medan--2 ruas jari Gula Jawa sebesar--secukupnya Gula pasir--secukupnya Garam--3 sdm Minyak goreng--secukupnya Air--Bumbu halus--4 bawang putih--3 bawang merah--1 ruas kunyit--10 bh cabe keriting--2 bh cabe rawit--,"Cuci bersih tahu--Cuci bersih cabai dan bawang--Haluskan 2 jenis cabai, kunyit dan 2 jenis bawang--Tumis bumbu halus hingga harum--Masukkan gula jawa--Masukkan tahu--Beri air secukupnya--Beri garam dan gula secukupnya--Biarkan air hingga asat--Kemudian goreng teri secara terpisah--Sajikan geseng tahu dengan taburan teri di atasnya--",/id/resep/4292413-gesengbalado-tahu-teri
Pastel Mini isi Abon Sapi,"1/4 kg terigu--Secukupnya garam, gula, masako--2 sdm margarine + 2sdm minyak cairkan--Secukupnya air--1 butir telur--Sebungkus abon sapi--Minyak untuk menggoreng--","Campur semua bahan aduk sampai kalis diamkan 15menit--Bentuk dengan diisi abon seperti gambar--Goreng dengan minyak panas, tiriskan--",/id/resep/3444700-pastel-mini-isi-abon-sapi
